2021-06-15 04:52:00,841 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-15 14:34:22,389 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-15 14:34:22,390 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-15 14:34:24,669 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-15 14:34:24,701 | bot | INFO | Connected successfully
2021-06-15 14:34:25,058 | bot | DEBUG | changed bot status
2021-06-15 14:34:25,059 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":3,"name":"~60 users"},"afk":false,"since":0.0,"status":"online"}}
2021-06-15 14:34:25,307 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-15 14:34:25,406 | utils.planner | DEBUG | returning sorted date for 676256965650808873
2021-06-15 14:34:25,495 | bot | DEBUG | Time took to update all works: 0.9216976165771484 sec 
2021-06-16 13:04:12,930 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-16 13:04:12,932 | bot | DEBUG | created bot base.
2021-06-16 13:04:13,002 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-16 13:04:13,003 | constant | DEBUG | init database succesful
2021-06-16 13:04:13,162 | utils.planner | DEBUG | triggered update
2021-06-16 13:04:13,203 | bot | DEBUG | bot subclass Created.
2021-06-16 13:04:13,206 | bot | INFO | Cog loaded: Latency
2021-06-16 13:04:13,209 | bot | INFO | Cog loaded: Utility
2021-06-16 13:04:13,213 | bot | INFO | Cog loaded: Snekbox
2021-06-16 13:04:13,216 | bot | INFO | Cog loaded: Help
2021-06-16 13:04:13,219 | bot | INFO | Cog loaded: Assignments
2021-06-16 13:04:13,221 | bot | INFO | Cog loaded: WaitForEvent
2021-06-16 13:04:13,223 | bot | INFO | Cog loaded: SetUp
2021-06-16 13:04:13,225 | bot | INFO | Cog loaded: VoiceChannel
2021-06-16 13:04:13,421 | bot | INFO | Cog loaded: KUSNews
2021-06-16 13:04:13,423 | bot | INFO | Cog loaded: DayLoop
2021-06-16 13:04:13,477 | bot | INFO | Cog loaded: Updater
2021-06-16 13:04:13,479 | bot | INFO | Cog loaded: Debug
2021-06-16 13:04:13,483 | bot | INFO | Cog loaded: AdminCommands
2021-06-16 13:04:13,507 | bot | INFO | Cog loaded: NewPatch
2021-06-16 13:04:13,510 | bot | INFO | Cog loaded: ErrorHandler
2021-06-16 13:04:13,675 | exts.kus | DEBUG | loaded data
2021-06-16 13:04:14,127 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-16 13:04:14,127 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-16 13:04:16,479 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-16 13:04:16,540 | bot | INFO | Connected successfully
2021-06-16 13:04:17,503 | bot | DEBUG | changed bot status
2021-06-16 13:04:17,504 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":3,"name":"12 assignments"},"afk":false,"since":0.0,"status":"online"}}
2021-06-16 13:04:18,524 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-16 13:04:18,667 | utils.planner | DEBUG | returning sorted date for 676256965650808873
2021-06-16 13:04:18,782 | bot | DEBUG | exts.update Time took to update all works: 2.4351136684417725 sec
2021-06-16 13:45:32,619 | exts.debug | DEBUG | {"op":1,"d":103}
2021-06-16 13:45:32,621 | exts.debug | DEBUG | {"op":6,"d":{"seq":103,"session_id":"9558b5da5f345ed4282c819e60c22d61","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-16 13:45:32,701 | bot | INFO | Resumed Connection
2021-06-16 13:45:33,681 | bot | DEBUG | changed bot status
2021-06-16 13:45:33,719 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"with python"},"afk":false,"since":0.0,"status":"online"}}
2021-06-16 14:25:39,706 | exts.debug | DEBUG | {"op":1,"d":191}
2021-06-16 14:25:39,707 | exts.debug | DEBUG | {"op":6,"d":{"seq":191,"session_id":"9558b5da5f345ed4282c819e60c22d61","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-16 14:25:39,791 | bot | INFO | Resumed Connection
2021-06-16 14:25:40,822 | bot | DEBUG | changed bot status
2021-06-16 14:25:40,864 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":3,"name":"~60 users"},"afk":false,"since":0.0,"status":"online"}}
2021-06-16 14:46:25,007 | exts.errorhand | DEBUG | Command setup invoked by COREV#7762 with error CommandInvokeError: Command raised an exception: AttributeError: 'Manager' object has no attribute 'main_data'
2021-06-16 14:46:25,008 | bot | DEBUG | exts.errorhand :negative_squared_cross_mark: Command `setup` invoked by `COREV#7762` with error 
`CommandInvokeError`: Command raised an exception: AttributeError: 'Manager' object has no attribute 'main_data'
2021-06-16 14:47:31,769 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-16 14:47:31,779 | bot | DEBUG | created bot base.
2021-06-16 14:47:31,874 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-16 14:47:31,877 | constant | DEBUG | init database succesful
2021-06-16 14:47:32,105 | utils.planner | DEBUG | triggered update
2021-06-16 14:47:32,149 | bot | DEBUG | bot subclass Created.
2021-06-16 14:47:32,199 | bot | INFO | Cog loaded: Snekbox
2021-06-16 14:47:32,207 | bot | INFO | Cog loaded: Debug
2021-06-16 14:47:32,210 | bot | INFO | Cog loaded: VoiceChannel
2021-06-16 14:47:32,234 | bot | INFO | Cog loaded: DayLoop
2021-06-16 14:47:32,236 | bot | INFO | Cog loaded: Assignments
2021-06-16 14:47:32,245 | bot | INFO | Cog loaded: ErrorHandler
2021-06-16 14:47:32,247 | bot | INFO | Cog loaded: Latency
2021-06-16 14:47:32,249 | bot | INFO | Cog loaded: NewPatch
2021-06-16 14:47:32,262 | bot | INFO | Cog loaded: SetUp
2021-06-16 14:47:32,272 | bot | INFO | Cog loaded: AdminCommands
2021-06-16 14:47:32,273 | bot | INFO | Cog loaded: WaitForEvent
2021-06-16 14:47:32,278 | bot | INFO | Cog loaded: Help
2021-06-16 14:47:32,528 | bot | INFO | Cog loaded: KUSNews
2021-06-16 14:47:32,529 | bot | INFO | Cog loaded: Updater
2021-06-16 14:47:32,532 | bot | INFO | Cog loaded: Utility
2021-06-16 14:47:32,802 | exts.kus | DEBUG | loaded data
2021-06-16 14:47:33,133 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-16 14:47:33,135 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-16 14:47:35,592 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-16 14:47:35,660 | bot | INFO | Connected successfully
2021-06-16 14:47:36,432 | bot | DEBUG | changed bot status
2021-06-16 14:47:36,440 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"with python"},"afk":false,"since":0.0,"status":"online"}}
2021-06-16 14:47:37,987 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-16 14:47:38,179 | utils.planner | DEBUG | returning sorted date for 676256965650808873
2021-06-16 14:47:38,306 | bot | DEBUG | exts.update Time took to update all works: 2.8901751041412354 sec
2021-06-16 14:47:40,834 | utils.manager | DEBUG | created new guild 829749071891005512
2021-06-16 14:47:41,132 | bot | DEBUG | exts.setup Successfully setup bot in 829749071891005512
2021-06-16 14:48:20,647 | utils.planner | INFO | added new guild 829749071891005512
2021-06-16 14:48:20,648 | exts.assignment | DEBUG | init dat for 457174965418983424
2021-06-16 14:48:22,888 | bot | DEBUG | waiting for message...
2021-06-16 14:48:35,922 | exts.assignment | DEBUG | update embed successfully for 457174965418983424
2021-06-16 14:48:35,923 | bot | DEBUG | waiting for message...
2021-06-16 14:48:48,195 | exts.assignment | DEBUG | update embed successfully for 457174965418983424
2021-06-16 14:48:48,195 | bot | DEBUG | waiting for message...
2021-06-16 14:49:30,728 | exts.assignment | DEBUG | update embed successfully for 457174965418983424
2021-06-16 14:49:30,741 | bot | DEBUG | waiting for message...
2021-06-16 14:49:39,384 | exts.assignment | DEBUG | processing ✅ for 457174965418983424
2021-06-16 14:49:39,385 | utils.planner | DEBUG | generated new key
2021-06-16 14:49:39,385 | utils.planner | DEBUG | added Assignment from `829749071891005512` with key `831ad2d2`
2021-06-16 14:49:39,777 | exts.assignment | DEBUG | 457174965418983424 add/edit new assignment and passed in successfully.
2021-06-16 14:50:32,549 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-16 14:50:33,318 | bot | DEBUG | exts.update :negative_squared_cross_mark: Unable to update works at 829749071891005512 with error: 
Traceback (most recent call last):
  File "/home/runner/TpLearn-BETA/exts/update.py", line 119, in update
    try: ret = await self.update_active(works, data[gid])
  File "/home/runner/TpLearn-BETA/exts/update.py", line 200, in update_active
    if self.check(message, **work) and not bypass: continue
  File "/home/runner/TpLearn-BETA/exts/update.py", line 62, in check
    key_embed = embed['footer']['text'][-8:]
KeyError: 'footer'

2021-06-16 14:50:33,512 | bot | DEBUG | exts.update Time took to update all works: 0.963655948638916 sec
2021-06-16 14:51:39,567 | bot | INFO | Cog loaded: Updater
2021-06-16 14:51:49,990 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-16 14:51:50,150 | bot | DEBUG | exts.update Unable to update works at 829749071891005512 with error: Traceback (most recent call last):
  File "/home/runner/TpLearn-BETA/exts/update.py", line 225, in _update
    try: result = await self.update_active(works, d[gid], True)
  File "/home/runner/TpLearn-BETA/exts/update.py", line 202, in update_active
    if self.check(message, **work) and not bypass: continue
  File "/home/runner/TpLearn-BETA/exts/update.py", line 74, in check
    desc_embed = embed['fields'][1]['value']
KeyError: 'fields'

2021-06-16 14:52:38,596 | bot | INFO | Cog loaded: Updater
2021-06-16 14:52:40,685 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-16 14:52:40,815 | bot | DEBUG | creating assignment embed...
2021-06-16 14:52:40,816 | bot | DEBUG | successfully created assignment embed
2021-06-22 12:58:07,917 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-22 12:58:07,929 | bot | DEBUG | created bot base.
2021-06-22 12:58:08,078 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-22 12:58:08,083 | constant | DEBUG | init database succesful
2021-06-22 12:58:08,152 | utils.planner | DEBUG | triggered update
2021-06-22 12:58:08,163 | bot | DEBUG | bot subclass Created.
2021-06-22 12:58:08,181 | bot | INFO | Cog loaded: SetUp
2021-06-22 12:58:08,197 | bot | INFO | Cog loaded: Snekbox
2021-06-22 12:58:08,205 | bot | INFO | Cog loaded: DayLoop
2021-06-22 12:58:08,211 | bot | INFO | Cog loaded: VoiceChannel
2021-06-22 12:58:08,215 | bot | INFO | Cog loaded: AdminCommands
2021-06-22 12:58:08,218 | bot | INFO | Cog loaded: Debug
2021-06-22 12:58:08,224 | bot | INFO | Cog loaded: Help
2021-06-22 12:58:08,225 | bot | INFO | Cog loaded: NewPatch
2021-06-22 12:58:08,621 | bot | INFO | Cog loaded: KUSNews
2021-06-22 12:58:08,641 | bot | INFO | Cog loaded: Updater
2021-06-22 12:58:08,647 | bot | INFO | Cog loaded: ErrorHandler
2021-06-22 12:58:08,656 | bot | INFO | Cog loaded: Latency
2021-06-22 12:58:08,663 | bot | INFO | Cog loaded: Utility
2021-06-22 12:58:08,674 | bot | INFO | Cog loaded: Assignments
2021-06-22 12:58:08,734 | exts.kus | DEBUG | loaded data
2021-06-22 12:58:08,993 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-22 12:58:08,995 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-22 12:58:11,544 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-22 12:58:11,583 | bot | INFO | Connected successfully
2021-06-22 12:58:11,945 | bot | DEBUG | changed bot status
2021-06-22 12:58:11,948 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":",help command"},"afk":false,"since":0.0,"status":"online"}}
2021-06-22 12:58:12,178 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-22 12:58:12,265 | utils.planner | DEBUG | returning sorted date for 676256965650808873
2021-06-22 12:58:12,341 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-22 12:58:12,419 | bot | DEBUG | exts.update Time took to update all works: 1.1524856090545654 sec
2021-06-22 13:44:48,469 | exts.debug | DEBUG | {"op":1,"d":68}
2021-06-22 13:44:48,473 | exts.debug | DEBUG | {"op":6,"d":{"seq":68,"session_id":"55790d57dd2b75c70421aab7ed89774d","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-22 13:44:48,514 | bot | INFO | Resumed Connection
2021-06-22 13:44:48,803 | bot | DEBUG | changed bot status
2021-06-22 13:44:48,812 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":",help command"},"afk":false,"since":0.0,"status":"online"}}
2021-06-22 14:57:07,910 | exts.assignment | DEBUG | init dat for 518063131096907813
2021-06-22 14:57:10,236 | bot | DEBUG | waiting for message...
2021-06-22 14:57:11,280 | exts.assignment | DEBUG | processing 3️⃣ for 518063131096907813
2021-06-22 14:57:11,366 | exts.assignment | DEBUG | update embed successfully for 518063131096907813
2021-06-22 14:57:15,026 | exts.assignment | DEBUG | update embed successfully for 518063131096907813
2021-06-22 14:57:15,026 | bot | DEBUG | waiting for message...
2021-06-22 14:57:16,753 | exts.assignment | DEBUG | processing ✅ for 518063131096907813
2021-06-22 14:57:16,806 | utils.planner | DEBUG | added Assignment from `728482381215826000` with key `5564186e`
2021-06-22 14:57:16,848 | exts.assignment | DEBUG | 518063131096907813 add/edit new assignment and passed in successfully.
2021-06-22 14:58:08,959 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-22 14:58:09,095 | bot | DEBUG | creating assignment embed...
2021-06-22 14:58:09,101 | bot | DEBUG | successfully created assignment embed
2021-06-22 14:58:10,203 | bot | DEBUG | creating assignment embed...
2021-06-22 14:58:10,204 | bot | DEBUG | successfully created assignment embed
2021-06-22 14:58:11,318 | bot | DEBUG | creating assignment embed...
2021-06-22 14:58:11,319 | bot | DEBUG | successfully created assignment embed
2021-06-22 14:58:12,456 | bot | DEBUG | creating assignment embed...
2021-06-22 14:58:12,457 | bot | DEBUG | successfully created assignment embed
2021-06-22 14:58:13,577 | bot | DEBUG | creating assignment embed...
2021-06-22 14:58:13,578 | bot | DEBUG | successfully created assignment embed
2021-06-22 14:58:14,684 | bot | DEBUG | creating assignment embed...
2021-06-22 14:58:14,685 | bot | DEBUG | successfully created assignment embed
2021-06-22 14:58:15,772 | bot | DEBUG | exts.update :white_check_mark: Sucessfully update works at 728482381215826000 :
99EEEEEE
2021-06-22 14:58:15,886 | exts.update | DEBUG | updated active-works for 728482381215826000
2021-06-22 14:58:15,886 | bot | DEBUG | exts.update Time took to update all works: 7.190361738204956 sec
2021-06-22 14:58:43,526 | exts.assignment | DEBUG | init dat for 518063131096907813
2021-06-22 14:58:45,507 | bot | DEBUG | waiting for message...
2021-06-22 14:58:46,974 | exts.assignment | DEBUG | processing ❎ for 518063131096907813
2021-06-22 14:59:13,864 | exts.assignment | DEBUG | init dat for 518063131096907813
2021-06-22 14:59:15,896 | bot | DEBUG | waiting for message...
2021-06-22 14:59:16,727 | exts.assignment | DEBUG | processing 4️⃣ for 518063131096907813
2021-06-22 14:59:16,908 | exts.assignment | DEBUG | update embed successfully for 518063131096907813
2021-06-22 14:59:19,146 | exts.assignment | DEBUG | empty message, likely to be picture
2021-06-22 14:59:19,147 | exts.assignment | DEBUG | 518063131096907813 added image using file
2021-06-22 14:59:19,558 | bot | DEBUG | got Image, return and deleted.
2021-06-22 14:59:19,776 | exts.assignment | DEBUG | update embed successfully for 518063131096907813
2021-06-22 14:59:19,776 | bot | DEBUG | waiting for message...
2021-06-22 14:59:22,736 | exts.assignment | DEBUG | processing ✅ for 518063131096907813
2021-06-22 14:59:22,774 | utils.planner | DEBUG | added Assignment from `728482381215826000` with key `5564186e`
2021-06-22 14:59:22,815 | exts.assignment | DEBUG | 518063131096907813 add/edit new assignment and passed in successfully.
2021-06-22 15:00:08,878 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-22 15:00:09,046 | bot | DEBUG | creating assignment embed...
2021-06-22 15:00:09,048 | bot | DEBUG | successfully created assignment embed
2021-06-22 15:00:10,179 | bot | DEBUG | exts.update :white_check_mark: Sucessfully update works at 728482381215826000 :
99E
2021-06-22 15:00:10,277 | exts.update | DEBUG | updated active-works for 728482381215826000
2021-06-22 15:00:10,277 | bot | DEBUG | exts.update Time took to update all works: 1.5797960758209229 sec
2021-06-22 15:09:37,041 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-22 15:09:37,472 | utils.planner | DEBUG | return embed for 728482381215826000
2021-06-23 05:46:51,770 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-23 05:46:51,771 | bot | DEBUG | created bot base.
2021-06-23 05:46:51,794 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-23 05:46:51,795 | constant | DEBUG | init database succesful
2021-06-23 05:46:51,822 | utils.planner | DEBUG | triggered update
2021-06-23 05:46:51,829 | bot | DEBUG | bot subclass Created.
2021-06-23 05:46:51,926 | bot | INFO | Cog loaded: KUSNews
2021-06-23 05:46:51,927 | bot | INFO | Cog loaded: Debug
2021-06-23 05:46:51,929 | bot | INFO | Cog loaded: VoiceChannel
2021-06-23 05:46:51,930 | bot | INFO | Cog loaded: SetUp
2021-06-23 05:46:51,937 | bot | INFO | Cog loaded: Assignments
2021-06-23 05:46:51,939 | bot | INFO | Cog loaded: Utility
2021-06-23 05:46:51,940 | bot | INFO | Cog loaded: ErrorHandler
2021-06-23 05:46:51,941 | bot | INFO | Cog loaded: NewPatch
2021-06-23 05:46:51,944 | bot | INFO | Cog loaded: Snekbox
2021-06-23 05:46:51,946 | bot | INFO | Cog loaded: Updater
2021-06-23 05:46:51,947 | bot | INFO | Cog loaded: DayLoop
2021-06-23 05:46:51,950 | bot | INFO | Cog loaded: Help
2021-06-23 05:46:51,951 | bot | INFO | Cog loaded: Latency
2021-06-23 05:46:51,953 | bot | INFO | Cog loaded: AdminCommands
2021-06-23 05:46:51,968 | exts.kus | DEBUG | loaded data
2021-06-23 05:46:52,172 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-23 05:46:52,172 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-23 05:46:54,827 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-23 05:46:54,864 | bot | INFO | Connected successfully
2021-06-23 05:46:55,259 | bot | DEBUG | changed bot status
2021-06-23 05:46:55,260 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"with python"},"afk":false,"since":0.0,"status":"online"}}
2021-06-23 05:46:55,441 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-23 05:46:55,533 | utils.planner | DEBUG | returning sorted date for 676256965650808873
2021-06-23 05:46:55,595 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-23 05:46:55,670 | bot | DEBUG | exts.update Time took to update all works: 1.22141432762146 sec
2021-06-23 05:50:05,995 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-23 05:50:05,996 | bot | DEBUG | created bot base.
2021-06-23 05:50:06,015 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-23 05:50:06,016 | constant | DEBUG | init database succesful
2021-06-23 05:50:06,046 | utils.planner | DEBUG | triggered update
2021-06-23 05:50:06,053 | bot | DEBUG | bot subclass Created.
2021-06-23 05:50:06,056 | bot | INFO | Cog loaded: SetUp
2021-06-23 05:50:06,057 | bot | INFO | Cog loaded: Updater
2021-06-23 05:50:06,059 | bot | INFO | Cog loaded: Assignments
2021-06-23 05:50:06,060 | bot | INFO | Cog loaded: NewPatch
2021-06-23 05:50:06,061 | bot | INFO | Cog loaded: Debug
2021-06-23 05:50:06,062 | bot | INFO | Cog loaded: AdminCommands
2021-06-23 05:50:06,063 | bot | INFO | Cog loaded: DayLoop
2021-06-23 05:50:06,066 | bot | INFO | Cog loaded: Snekbox
2021-06-23 05:50:06,067 | bot | INFO | Cog loaded: VoiceChannel
2021-06-23 05:50:06,067 | bot | INFO | Cog loaded: ErrorHandler
2021-06-23 05:50:06,069 | bot | INFO | Cog loaded: Help
2021-06-23 05:50:06,070 | bot | INFO | Cog loaded: Latency
2021-06-23 05:50:06,165 | bot | INFO | Cog loaded: KUSNews
2021-06-23 05:50:06,166 | bot | INFO | Cog loaded: Utility
2021-06-23 05:50:06,229 | exts.kus | DEBUG | loaded data
2021-06-23 05:50:06,427 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-23 05:50:06,427 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-23 05:50:08,761 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-23 05:50:08,770 | bot | INFO | Connected successfully
2021-06-23 05:50:08,771 | bot | DEBUG | bot Bot connected
2021-06-23 05:50:08,956 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-23 05:50:09,209 | bot | DEBUG | changed bot status
2021-06-23 05:50:09,210 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"with python"},"afk":false,"since":0.0,"status":"online"}}
2021-06-23 05:50:09,213 | utils.planner | DEBUG | returning sorted date for 676256965650808873
2021-06-23 05:50:09,339 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-23 05:50:09,410 | bot | DEBUG | exts.update Time took to update all works: 0.7959351539611816 sec
2021-06-23 23:32:11,921 | asyncio | DEBUG | Using selector: EpollSelector
2021-06-23 23:32:11,922 | bot | DEBUG | created bot base.
2021-06-23 23:32:11,948 | discord.client | WARNING | PyNaCl is not installed, voice will NOT be supported
2021-06-23 23:32:11,949 | constant | DEBUG | init database succesful
2021-06-23 23:32:11,979 | utils.planner | DEBUG | triggered update
2021-06-23 23:32:11,987 | bot | DEBUG | bot subclass Created.
2021-06-23 23:32:11,989 | bot | INFO | Cog loaded: ErrorHandler
2021-06-23 23:32:11,991 | bot | INFO | Cog loaded: Latency
2021-06-23 23:32:11,993 | bot | INFO | Cog loaded: Help
2021-06-23 23:32:11,995 | bot | INFO | Cog loaded: NewPatch
2021-06-23 23:32:11,996 | bot | INFO | Cog loaded: Debug
2021-06-23 23:32:11,998 | bot | INFO | Cog loaded: Assignments
2021-06-23 23:32:12,098 | bot | INFO | Cog loaded: KUSNews
2021-06-23 23:32:12,101 | bot | INFO | Cog loaded: AdminCommands
2021-06-23 23:32:12,103 | bot | INFO | Cog loaded: Snekbox
2021-06-23 23:32:12,104 | bot | INFO | Cog loaded: VoiceChannel
2021-06-23 23:32:12,105 | bot | INFO | Cog loaded: Updater
2021-06-23 23:32:12,106 | bot | INFO | Cog loaded: SetUp
2021-06-23 23:32:12,108 | bot | INFO | Cog loaded: DayLoop
2021-06-23 23:32:12,109 | bot | INFO | Cog loaded: Utility
2021-06-23 23:32:12,176 | exts.kus | DEBUG | loaded data
2021-06-23 23:32:12,413 | exts.debug | DEBUG | {"op":1,"d":null}
2021-06-23 23:32:12,413 | exts.debug | DEBUG | {"op":2,"d":{"token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo","properties":{"$os":"linux","$browser":"discord.py","$device":"discord.py","$referrer":"","$referring_domain":""},"compress":true,"large_threshold":250,"guild_subscriptions":true,"v":3,"presence":{"status":"dnd","game":{"flags":0,"type":3,"name":"myself starting..."},"since":0,"afk":false},"intents":32767}}
2021-06-23 23:32:14,682 | utils.planner | DEBUG | returning sorted date for 562976873685057546
2021-06-23 23:32:14,711 | bot | INFO | Connected successfully
2021-06-23 23:32:14,711 | bot | DEBUG | bot Bot connected
2021-06-23 23:32:14,909 | utils.planner | DEBUG | returning sorted date for 728482381215826000
2021-06-23 23:32:15,130 | bot | DEBUG | changed bot status
2021-06-23 23:32:15,131 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"with python"},"afk":false,"since":0.0,"status":"online"}}
2021-06-23 23:32:15,133 | utils.planner | DEBUG | returning sorted date for 676256965650808873
2021-06-23 23:32:15,209 | utils.planner | DEBUG | returning sorted date for 829749071891005512
2021-06-23 23:32:15,275 | bot | DEBUG | exts.update Time took to update all works: 0.6991896629333496 sec
2021-06-23 23:50:42,638 | exts.debug | DEBUG | {"op":1,"d":11}
2021-06-23 23:50:42,639 | exts.debug | DEBUG | {"op":6,"d":{"seq":11,"session_id":"871ed468563a9f7772aaf7769560e3e3","token":"NzI4NDgyNjA0NzQ3MTk0NDE4.Xv7CSw.xiLx1c6QNDTuiJBEbqtuVf2DFGo"}}
2021-06-23 23:50:42,684 | bot | INFO | Resumed Connection
2021-06-23 23:50:42,684 | bot | DEBUG | bot Bot resumed connection
2021-06-23 23:50:43,082 | bot | DEBUG | changed bot status
2021-06-23 23:50:43,082 | exts.debug | DEBUG | {"op":3,"d":{"game":{"flags":0,"type":0,"name":"with python"},"afk":false,"since":0.0,"status":"online"}}
2021-06-24 00:19:22,779 | exts.debug | DEBUG | {"op":1,"d":29}
